,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
7529,Bangladesh,West Indies,St Kitts,102,52,5,9.0,42.0,143
24545,Pakistan,England,Barbados,102,32,6,6.954545454545454,27.0,147
30454,West Indies,England,London,97,38,7,7.097560975609756,35.0,125
42179,Pakistan,Australia,Dubai,93,6,1,4.894736842105263,31.0,96
27372,Pakistan,England,Dubai,63,49,6,5.323943661971831,35.0,129
1458,West Indies,Pakistan,Dubai,79,26,2,5.042553191489362,32.0,115
22353,New Zealand,West Indies,Hamilton,166,14,4,9.39622641509434,25.0,191
32328,West Indies,England,Pallekele,141,23,7,8.721649484536082,37.0,179
11495,West Indies,India,Lauderhill,33,86,6,5.823529411764706,27.0,95
4197,Pakistan,New Zealand,Mount Maunganui,95,47,8,7.808219178082192,42.0,181
23301,New Zealand,Sri Lanka,Colombo,79,53,8,7.074626865671642,40.0,141
42283,South Africa,West Indies,Durban,99,55,10,9.138461538461538,37.0,195
35233,New Zealand,England,London,156,28,8,10.173913043478262,47.0,201
13297,Australia,India,Sydney,175,6,7,9.210526315789474,49.0,186
9603,England,South Africa,Durban,103,49,7,8.704225352112676,34.0,204
31978,India,England,Colombo,166,0,6,8.3,50.0,170
1414,West Indies,Pakistan,Dubai,40,69,5,4.705882352941177,23.0,115
32517,India,Australia,Colombo,56,76,8,7.636363636363637,36.0,140
4473,India,England,Cardiff,111,19,6,6.594059405940594,33.0,148
21790,Sri Lanka,West Indies,London,48,79,10,7.024390243902439,42.0,158
308,New Zealand,Bangladesh,Mount Maunganui,77,63,7,8.105263157894736,35.0,195
13759,Pakistan,New Zealand,Hamilton,86,42,6,6.615384615384615,31.0,163
38832,New Zealand,Bangladesh,Mirpur,200,2,6,10.169491525423728,53.0,204
44635,South Africa,Australia,Cape Town,93,54,8,8.454545454545455,25.0,178
18351,Australia,India,Mumbai,120,25,6,7.578947368421052,34.0,166
19846,Australia,West Indies,London,86,44,6,6.7894736842105265,38.0,169
6509,South Africa,Pakistan,Cape Town,75,68,9,8.653846153846153,49.0,192
3084,Pakistan,West Indies,Trinidad,115,25,5,7.2631578947368425,30.0,137
21441,Sri Lanka,New Zealand,Nottingham,78,63,8,8.210526315789474,39.0,158
9429,Sri Lanka,Australia,Melbourne,118,12,5,6.555555555555555,33.0,142
475,New Zealand,Bangladesh,Mount Maunganui,150,19,7,8.910891089108912,73.0,194
18595,West Indies,South Africa,Johannesburg,79,32,4,5.386363636363637,31.0,131
4323,England,India,Manchester,105,43,8,8.181818181818182,43.0,159
22227,New Zealand,West Indies,Auckland,137,14,5,7.754716981132075,40.0,155
37304,England,Australia,Melbourne,126,3,3,6.461538461538462,31.0,130
29221,South Africa,Australia,Cape Town,81,38,7,5.926829268292683,26.0,146
45758,Sri Lanka,New Zealand,Auckland,74,43,4,5.766233766233766,32.0,142
15459,West Indies,South Africa,Johannesburg,84,70,10,10.08,54.0,205
1606,Pakistan,West Indies,Dubai,153,6,7,8.052631578947368,52.0,160
11527,West Indies,India,Lauderhill,45,55,5,4.153846153846154,12.0,95
36851,India,Pakistan,Bangalore,44,80,10,6.6,35.0,133
17722,New Zealand,Pakistan,Cape Town,74,56,8,6.9375,34.0,143
35354,Australia,England,Southampton,165,34,8,11.511627906976743,57.0,248
7937,Pakistan,England,Cardiff,141,18,5,8.294117647058824,33.0,173
13340,West Indies,New Zealand,Auckland,59,90,6,11.8,52.0,180
15348,West Indies,England,London,85,58,8,8.225806451612904,36.0,169
25375,Australia,Sri Lanka,Barbados,45,75,6,6.0,25.0,168
45171,England,Pakistan,Dubai,133,15,6,7.6,45.0,160
12151,England,Pakistan,Manchester,107,48,8,8.916666666666666,67.0,131
7009,South Africa,Sri Lanka,Centurion,58,70,9,6.96,41.0,180
46706,South Africa,Sri Lanka,Cape Town,120,29,7,7.912087912087912,39.0,169
34437,West Indies,Australia,Barbados,87,69,8,10.235294117647058,49.0,160
13233,Australia,India,Sydney,73,65,9,7.963636363636364,37.0,186
35298,Australia,England,Southampton,49,89,9,9.483870967741936,47.0,248
33696,Sri Lanka,Pakistan,Colombo,118,11,6,6.495412844036697,27.0,139
2820,Bangladesh,Sri Lanka,Colombo,95,40,5,7.125,25.0,155
13030,Bangladesh,Pakistan,Lahore,107,19,6,6.356435643564357,32.0,136
32458,South Africa,Pakistan,Colombo,110,15,5,6.285714285714286,43.0,133
36741,West Indies,Bangladesh,Mirpur,69,68,8,7.961538461538462,43.0,197
41858,South Africa,West Indies,Cape Town,52,71,8,6.36734693877551,30.0,165
1707,West Indies,Pakistan,Abu Dhabi,77,26,5,4.914893617021277,25.0,103
9058,Pakistan,New Zealand,Dubai,143,13,8,8.018691588785046,54.0,166
40737,Bangladesh,Australia,Mirpur,43,78,8,6.142857142857143,38.0,153
7698,Bangladesh,West Indies,Lauderhill,162,6,6,8.526315789473685,57.0,171
42786,New Zealand,Pakistan,Dubai,72,49,7,6.084507042253521,23.0,144
25075,New Zealand,Pakistan,Barbados,126,3,4,6.461538461538462,28.0,133
26672,New Zealand,Australia,Christchurch,204,4,4,10.551724137931034,62.0,214
1024,India,England,Bangalore,52,85,9,8.914285714285715,46.0,202
24319,South Africa,Afghanistan,Barbados,133,10,4,7.254545454545455,45.0,139
8895,New Zealand,Pakistan,Dubai,70,55,7,6.461538461538462,20.0,153
42522,England,New Zealand,Manchester,81,63,7,8.526315789473685,46.0,191
47953,New Zealand,Pakistan,Chandigarh,164,6,5,8.631578947368421,37.0,180
27032,Pakistan,New Zealand,Dubai,133,13,5,7.457943925233645,31.0,153
5513,India,Sri Lanka,Colombo,36,88,8,6.75,34.0,174
50013,Pakistan,Bangladesh,Mirpur,91,24,6,5.6875,51.0,129
2952,Bangladesh,Sri Lanka,Colombo,132,36,7,9.428571428571429,42.0,176
23340,New Zealand,Sri Lanka,Colombo,120,16,6,6.923076923076923,32.0,141
4849,Sri Lanka,Pakistan,Abu Dhabi,120,2,1,6.101694915254237,22.0,124
31445,New Zealand,Bangladesh,Pallekele,113,36,9,8.071428571428571,44.0,191
44168,Pakistan,Sri Lanka,Colombo,117,29,7,7.714285714285714,41.0,175
15903,India,Pakistan,Durban,139,3,2,7.128205128205129,48.0,141
28210,India,South Africa,Durban,86,54,8,7.818181818181818,29.0,168
46939,England,West Indies,Mumbai,96,47,8,7.890410958904109,36.0,182
26016,Sri Lanka,England,St Lucia,65,48,6,5.416666666666667,26.0,128
39875,Sri Lanka,England,Chittagong,75,58,9,7.258064516129032,39.0,189
48249,Australia,Pakistan,Chandigarh,57,76,7,7.7727272727272725,40.0,193
20896,India,West Indies,London,149,1,3,7.512605042016807,52.0,153
35236,New Zealand,England,London,160,27,8,10.32258064516129,49.0,201
37894,South Africa,Australia,Centurion,48,69,7,5.647058823529412,28.0,128
24860,Sri Lanka,West Indies,Barbados,44,85,9,7.542857142857143,42.0,195
26002,Sri Lanka,England,St Lucia,50,62,6,5.172413793103448,24.0,128
8782,Pakistan,New Zealand,Abu Dhabi,80,44,7,6.315789473684211,38.0,148
9768,South Africa,England,Centurion,195,11,6,10.73394495412844,55.0,222
34180,Pakistan,Bangladesh,Mirpur,55,77,9,7.674418604651163,39.0,135
25908,West Indies,Australia,St Lucia,81,39,3,6.0,25.0,105
39044,Afghanistan,Bangladesh,Mirpur,69,34,2,4.813953488372093,20.0,72
48127,India,Bangladesh,Bangalore,47,77,8,6.558139534883721,34.0,146
47652,Sri Lanka,West Indies,Bangalore,56,57,5,5.333333333333333,19.0,122
17879,India,Australia,Durban,144,22,7,8.816326530612244,62.0,188
26780,Pakistan,England,Cardiff,104,16,6,6.0,29.0,126
43899,New Zealand,South Africa,Centurion,109,46,7,8.837837837837839,40.0,177
16901,Australia,Pakistan,Johannesburg,163,1,3,8.218487394957982,40.0,164
29293,Australia,South Africa,Johannesburg,17,92,8,3.642857142857143,17.0,147
21781,Sri Lanka,West Indies,London,41,88,10,7.6875,40.0,158
41159,South Africa,India,Mirpur,120,33,7,8.275862068965518,56.0,172
26534,New Zealand,Australia,Wellington,109,17,4,6.349514563106796,49.0,118
14671,South Africa,Australia,Johannesburg,201,0,6,10.05,65.0,201
46154,New Zealand,Pakistan,Wellington,150,21,6,9.090909090909092,47.0,196
21362,England,West Indies,London,132,18,6,7.764705882352941,34.0,161
20090,England,Pakistan,London,100,55,8,9.23076923076923,32.0,185
39023,Afghanistan,Bangladesh,Mirpur,53,55,5,4.892307692307693,17.0,72
48614,England,Sri Lanka,Delhi,47,77,9,6.558139534883721,42.0,171
25392,Australia,Sri Lanka,Barbados,66,58,6,6.387096774193548,34.0,168
36857,India,Pakistan,Bangalore,52,74,10,6.782608695652174,40.0,133
13396,West Indies,New Zealand,Auckland,146,36,3,10.428571428571429,54.0,180
10694,New Zealand,England,Wellington,58,80,8,8.7,40.0,176
41471,Pakistan,South Africa,Cape Town,28,86,9,4.9411764705882355,27.0,176
47155,Afghanistan,Sri Lanka,Kolkata,43,76,9,5.863636363636363,35.0,153
47506,South Africa,Afghanistan,Mumbai,67,80,9,10.05,50.0,209
26047,Sri Lanka,England,St Lucia,94,20,5,5.64,23.0,128
4677,Sri Lanka,Pakistan,Abu Dhabi,58,60,7,5.8,24.0,102
2423,New Zealand,Australia,Auckland,84,67,6,9.50943396226415,38.0,150
940,India,England,Nagpur,92,43,7,7.1688311688311686,36.0,144
29611,Sri Lanka,Australia,Pallekele,130,24,5,8.125,34.0,157
20129,England,Pakistan,London,158,17,5,9.20388349514563,43.0,185
16767,New Zealand,England,Durban,146,12,2,8.11111111111111,52.0,164
28347,Pakistan,New Zealand,Auckland,87,41,3,6.6075949367088604,25.0,143
4405,India,England,Cardiff,29,86,7,5.117647058823529,29.0,148
24629,South Africa,New Zealand,Barbados,55,74,9,7.173913043478261,34.0,170
10625,New Zealand,England,Christchurch,108,27,6,6.967741935483871,35.0,153
5910,Sri Lanka,India,Colombo,66,75,8,8.8,38.0,152
16507,South Africa,England,Cape Town,106,22,4,6.489795918367347,24.0,154
2713,Pakistan,West Indies,Trinidad,95,23,3,5.876288659793815,42.0,132
47461,Pakistan,India,Kolkata,112,17,5,6.524271844660194,47.0,118
33681,Sri Lanka,Pakistan,Colombo,105,24,8,6.5625,33.0,139
6757,Pakistan,South Africa,Centurion,70,70,8,8.4,36.0,168
20962,South Africa,West Indies,London,94,55,9,8.676923076923076,40.0,183
28135,Pakistan,South Africa,Abu Dhabi,114,7,4,6.053097345132743,42.0,120
22649,England,South Africa,Johannesburg,46,89,8,8.903225806451612,45.0,202
36522,Sri Lanka,Australia,Melbourne,39,77,7,5.441860465116279,28.0,161
48944,Afghanistan,West Indies,Nagpur,123,0,3,6.15,45.0,123
10816,New Zealand,England,Auckland,95,78,8,13.571428571428571,58.0,146
43531,South Africa,Bangladesh,Mirpur,88,44,7,6.947368421052632,37.0,148
5570,India,Sri Lanka,Colombo,117,32,7,7.9772727272727275,39.0,174
3075,Pakistan,West Indies,Trinidad,98,34,6,6.837209302325581,32.0,137
45016,Australia,India,Sydney,110,45,7,8.8,41.0,197
43687,South Africa,Bangladesh,Mirpur,136,14,6,7.69811320754717,27.0,169
5715,Bangladesh,India,Colombo,119,17,4,6.932038834951456,34.0,139
49541,India,Bangladesh,Mirpur,136,17,6,7.922330097087379,59.0,166
19625,Australia,New Zealand,Sydney,119,20,6,7.14,39.0,150
34827,West Indies,New Zealand,Lauderhill,80,58,9,7.741935483870968,39.0,177
17747,New Zealand,Pakistan,Cape Town,102,32,6,6.954545454545454,30.0,143
34700,West Indies,New Zealand,Lauderhill,78,55,9,7.2,34.0,209
7038,South Africa,Sri Lanka,Centurion,111,41,9,8.430379746835444,54.0,180
35859,New Zealand,England,Hamilton,156,10,5,8.50909090909091,44.0,192
19432,Australia,South Africa,Melbourne,53,91,9,10.96551724137931,53.0,182
30837,Pakistan,England,Dubai,113,23,5,6.989690721649485,38.0,144
30001,South Africa,New Zealand,Wellington,146,1,4,7.361344537815126,51.0,147
43450,England,South Africa,Johannesburg,167,5,1,8.71304347826087,36.0,171
18214,New Zealand,England,Manchester,73,40,5,5.475,23.0,123
38083,Pakistan,South Africa,Dubai,93,7,3,4.938053097345133,31.0,98
41753,Bangladesh,Sri Lanka,Chittagong,63,53,4,5.641791044776119,21.0,120
1528,Pakistan,West Indies,Dubai,43,79,9,6.2926829268292686,39.0,160
26867,Pakistan,New Zealand,Dubai,93,51,7,8.08695652173913,43.0,161
41235,India,Sri Lanka,Mirpur,42,77,9,5.8604651162790695,33.0,130
48499,New Zealand,Bangladesh,Kolkata,52,71,9,6.36734693877551,29.0,145
23827,Afghanistan,India,St Lucia,99,13,4,5.5514018691588785,30.0,115
21849,Sri Lanka,West Indies,London,117,21,7,7.090909090909091,40.0,158
28585,Pakistan,New Zealand,Christchurch,96,49,8,8.112676056338028,21.0,183
34936,India,Sri Lanka,Pallekele,63,72,9,7.875,43.0,155
35544,Pakistan,South Africa,Centurion,64,78,9,9.142857142857142,48.0,195
34937,India,Sri Lanka,Pallekele,63,71,9,7.714285714285714,39.0,155
16114,Bangladesh,South Africa,Cape Town,105,39,4,7.777777777777778,20.0,144
40688,Sri Lanka,New Zealand,Chittagong,118,8,2,6.321428571428571,37.0,119
47063,Pakistan,Bangladesh,Kolkata,115,44,9,9.078947368421053,43.0,201
11908,Australia,England,Southampton,87,44,6,6.868421052631579,39.0,157
15772,England,Australia,Cape Town,130,11,3,7.155963302752293,33.0,135
3072,Pakistan,West Indies,Trinidad,95,37,6,6.867469879518072,33.0,137
18022,India,Pakistan,Johannesburg,151,4,5,7.810344827586207,42.0,157
32679,New Zealand,England,Pallekele,77,40,6,5.775,29.0,148
15768,England,Australia,Cape Town,128,15,4,7.314285714285714,33.0,135
14109,England,Australia,Southampton,82,66,8,9.11111111111111,50.0,179
9137,West Indies,India,Kolkata,50,58,5,4.838709677419355,19.0,109
40985,Sri Lanka,West Indies,Mirpur,49,81,7,7.538461538461538,36.0,160
1670,West Indies,Pakistan,Abu Dhabi,43,62,6,4.448275862068965,26.0,103
40672,Sri Lanka,New Zealand,Chittagong,93,24,3,5.8125,28.0,119
25524,Pakistan,South Africa,St Lucia,72,50,6,6.171428571428572,49.0,148
39100,Pakistan,India,Mirpur,35,83,9,5.675675675675675,30.0,130
24201,Australia,Pakistan,St Lucia,185,7,5,9.823008849557523,62.0,191
5309,India,South Africa,Cape Town,115,38,7,8.414634146341463,43.0,172
33766,West Indies,Australia,Colombo,70,64,8,7.5,45.0,205
20383,South Africa,New Zealand,London,115,9,4,6.216216216216216,39.0,128
40492,India,Australia,Mirpur,51,73,8,6.51063829787234,28.0,159
14358,Sri Lanka,England,Southampton,84,63,8,8.842105263157896,39.0,163
49474,India,Bangladesh,Mirpur,31,83,8,5.027027027027027,27.0,166
10194,India,Bangladesh,Delhi,29,89,9,5.612903225806452,25.0,148
19568,Australia,New Zealand,Sydney,53,77,7,7.395348837209302,34.0,150
18014,India,Pakistan,Johannesburg,130,12,5,7.222222222222222,28.0,157
40602,Sri Lanka,New Zealand,Chittagong,30,91,8,6.206896551724138,30.0,119
7120,South Africa,Sri Lanka,Johannesburg,37,85,9,6.3428571428571425,34.0,198
43488,South Africa,Bangladesh,Mirpur,36,87,8,6.545454545454546,36.0,148
41794,Bangladesh,Sri Lanka,Chittagong,102,14,2,5.773584905660377,32.0,120
38209,Sri Lanka,Pakistan,Dubai,138,6,6,7.2631578947368425,52.0,145
35418,New Zealand,South Africa,Durban,19,91,7,3.9310344827586206,19.0,86
26659,New Zealand,Australia,Christchurch,176,14,4,9.962264150943396,70.0,214
43321,England,South Africa,Cape Town,123,8,2,6.589285714285714,33.0,134
17934,India,Pakistan,Johannesburg,39,90,9,7.8,36.0,157
1643,West Indies,Pakistan,Abu Dhabi,21,89,7,4.064516129032258,18.0,103
7675,Bangladesh,West Indies,Lauderhill,122,29,7,8.043956043956044,55.0,171
49052,Sri Lanka,South Africa,Delhi,109,15,2,6.228571428571429,24.0,120
41680,Sri Lanka,Bangladesh,Chittagong,156,6,4,8.210526315789474,37.0,168
48250,Australia,Pakistan,Chandigarh,58,75,7,7.733333333333333,40.0,193
35572,Pakistan,South Africa,Centurion,120,50,8,10.285714285714286,58.0,195
21572,South Africa,India,Nottingham,72,54,8,6.545454545454546,25.0,130
15454,West Indies,South Africa,Johannesburg,76,74,10,9.91304347826087,49.0,205
43409,England,South Africa,Johannesburg,100,44,7,7.894736842105263,39.0,171
43042,South Africa,Australia,Melbourne,63,42,6,4.846153846153846,19.0,101
30930,England,Pakistan,Dubai,90,51,6,7.826086956521739,41.0,150
25637,New Zealand,England,St Lucia,64,59,8,6.295081967213115,31.0,149
319,New Zealand,Bangladesh,Mount Maunganui,94,52,7,8.294117647058824,42.0,195
44127,Pakistan,Sri Lanka,Colombo,65,67,8,7.3584905660377355,41.0,175
39058,Afghanistan,Bangladesh,Mirpur,71,20,1,4.26,14.0,72
15610,West Indies,Bangladesh,Johannesburg,87,50,9,7.457142857142857,50.0,164
8876,New Zealand,Pakistan,Dubai,61,74,8,7.956521739130435,32.0,153
1237,West Indies,India,Lauderhill,244,0,4,12.2,40.0,245
33149,West Indies,New Zealand,Pallekele,82,65,7,8.945454545454545,41.0,139
27879,New Zealand,Sri Lanka,Lauderhill,84,31,5,5.662921348314606,30.0,120
28943,West Indies,Pakistan,St Lucia,73,62,9,7.551724137931035,41.0,150
25871,West Indies,Australia,St Lucia,52,75,8,6.933333333333334,30.0,105
5320,India,South Africa,Cape Town,126,29,6,8.307692307692308,43.0,172
8270,New Zealand,Sri Lanka,Auckland,55,59,5,5.409836065573771,25.0,179
6318,Bangladesh,India,Colombo,100,36,6,7.142857142857143,36.0,166
49502,India,Bangladesh,Mirpur,56,56,7,5.25,25.0,166
5546,India,Sri Lanka,Colombo,85,56,8,7.96875,46.0,174
13518,New Zealand,West Indies,Mount Maunganui,180,18,8,10.588235294117647,66.0,238
20930,South Africa,West Indies,London,52,87,10,9.454545454545455,52.0,183
8749,Pakistan,New Zealand,Abu Dhabi,40,76,8,5.454545454545454,32.0,148
1311,West Indies,India,Lauderhill,92,50,6,7.885714285714286,37.0,143
31325,India,Afghanistan,Colombo,111,30,7,7.4,43.0,159
39238,Sri Lanka,South Africa,Chittagong,77,70,8,9.24,44.0,165
49145,New Zealand,England,Delhi,104,44,8,8.210526315789474,39.0,153
29715,Australia,India,Sydney,94,45,8,7.52,29.0,171
49029,Sri Lanka,South Africa,Delhi,88,37,4,6.36144578313253,17.0,120
18865,England,New Zealand,Christchurch,184,5,4,9.6,63.0,193
30534,West Indies,England,London,28,79,8,4.097560975609756,16.0,113
42692,England,Australia,Cardiff,155,20,7,9.3,71.0,182
49125,New Zealand,England,Delhi,84,63,9,8.842105263157896,47.0,153
30724,Sri Lanka,Pakistan,Abu Dhabi,131,17,6,7.631067961165049,30.0,141
23146,Pakistan,Sri Lanka,Colombo,49,85,8,8.4,47.0,172
30113,New Zealand,South Africa,Hamilton,159,14,7,9.0,59.0,173
42912,Australia,South Africa,Adelaide,72,50,6,6.171428571428572,25.0,144
35553,Pakistan,South Africa,Centurion,80,69,9,9.411764705882353,51.0,195
35119,India,England,Mumbai,149,17,5,8.679611650485437,56.0,177
10916,New Zealand,India,Auckland,116,49,8,9.80281690140845,43.0,203
9107,West Indies,India,Kolkata,31,86,7,5.470588235294118,23.0,109
15123,South Africa,India,Johannesburg,86,33,5,5.931034482758621,34.0,126
14259,South Africa,New Zealand,Johannesburg,105,39,7,7.777777777777778,26.0,133
40097,Bangladesh,India,Mirpur,22,91,7,4.551724137931035,22.0,138
18701,England,New Zealand,Auckland,104,47,6,8.547945205479452,31.0,184
6677,South Africa,Pakistan,Johannesburg,126,24,8,7.875,47.0,188
4782,Sri Lanka,Pakistan,Abu Dhabi,54,67,9,6.113207547169812,32.0,124
41558,Pakistan,South Africa,Cape Town,167,5,7,8.71304347826087,40.0,176
50134,Sri Lanka,Pakistan,Mirpur,118,23,8,7.298969072164948,33.0,150
29295,Australia,South Africa,Johannesburg,17,90,8,3.4,17.0,147
2322,England,New Zealand,Hamilton,119,45,7,9.52,59.0,194
8408,Pakistan,Australia,Abu Dhabi,92,49,9,7.774647887323944,44.0,155
5582,India,Sri Lanka,Colombo,143,20,7,8.58,44.0,174
40857,West Indies,Pakistan,Mirpur,39,85,8,6.685714285714286,35.0,166
31412,New Zealand,Bangladesh,Pallekele,62,69,9,7.294117647058823,43.0,191
7578,Bangladesh,West Indies,St Kitts,140,5,1,7.304347826086956,24.0,143
39180,Pakistan,India,Mirpur,123,4,4,6.362068965517241,33.0,130
29960,South Africa,New Zealand,Wellington,72,42,6,5.538461538461538,23.0,147
24659,South Africa,New Zealand,Barbados,89,44,8,7.026315789473684,34.0,170
25658,New Zealand,England,St Lucia,98,38,7,7.170731707317073,39.0,149
14168,England,Australia,Southampton,159,8,4,8.517857142857142,48.0,179
31937,India,England,Colombo,102,40,8,7.65,35.0,170
48002,England,Afghanistan,Delhi,49,77,6,6.837209302325581,34.0,142
50464,Sri Lanka,Australia,Colombo,88,32,3,6.0,25.0,128
207,Australia,Sri Lanka,Adelaide,124,41,9,9.417721518987342,45.0,187
31337,India,Afghanistan,Colombo,122,18,6,7.176470588235294,47.0,159
28096,Pakistan,South Africa,Abu Dhabi,66,45,5,5.28,26.0,120
6882,Sri Lanka,South Africa,Cape Town,57,71,7,6.979591836734694,42.0,134
38502,West Indies,New Zealand,Wellington,37,83,8,6.0,35.0,159
6451,South Africa,Sri Lanka,Colombo,93,26,2,5.9361702127659575,20.0,98
38933,New Zealand,Sri Lanka,Pallekele,103,22,5,6.3061224489795915,37.0,142
10256,India,Bangladesh,Delhi,96,28,6,6.260869565217392,25.0,148
13491,New Zealand,West Indies,Mount Maunganui,127,44,8,10.026315789473685,61.0,238
9183,West Indies,India,Kolkata,87,12,2,4.833333333333333,31.0,109
44550,South Africa,Australia,Johannesburg,158,16,5,9.115384615384615,47.0,204
12263,Pakistan,England,Manchester,119,35,8,8.4,40.0,195
4726,Sri Lanka,Pakistan,Abu Dhabi,95,12,1,5.277777777777778,23.0,102
11374,India,New Zealand,Mount Maunganui,53,84,9,8.833333333333334,45.0,163
462,New Zealand,Bangladesh,Mount Maunganui,118,32,7,8.045454545454545,64.0,194
